Locality_ID,Cluster,Latitude,Longitude,Mean annual temperature,Total annual precipitation,Temperature range,Disturbance,Hemisphere,Continent,Pitfall days,Transect length,Species richness,PIE
Andersen_etal_2012_16,32,-11.38,130.67,27.2,1771,14.4,Undisturbed,South,Oceania,20,45,21,0.9104721835
Andersen_etal_2012_17,32,-11.66,130.66,26.9,1792,14.7,Undisturbed,South,Oceania,20,45,28,0.9278786814
Andersen_etal_2012_18,32,-11.66,130.66,26.9,1792,14.7,Undisturbed,South,Oceania,20,45,24,0.9206349203
Andersen_etal_2012_19,32,-11.66,130.66,26.9,1792,14.7,Undisturbed,South,Oceania,20,45,21,0.9302219168
Angulo_etal_noyear_01,51,37.94,-5.69,16,648,31.9,Undisturbed,North,Europe,56,50,21,0.8361988859
Arnan_etal_2009_01,38,1.05,42.6,27.9,539,16.7,Disturbed,North,Europe,525,80,9,0.0124056744
Arnan_etal_2009_02,38,1.05,42.6,27.9,539,16.7,Disturbed,North,Europe,525,80,6,0.0029761942
Arnan_etal_2009_03,38,1.05,42.6,27.9,539,16.7,Undisturbed,North,Europe,525,80,10,0.4760094718
Barrow_etal_2006_01,27,-17.32,128.32,25.9,679,26.4,Undisturbed,South,Oceania,1440,40,85,0.4052786203
Barrow_etal_2006_02,27,-17.32,128.32,25.9,679,26.4,Undisturbed,South,Oceania,1800,40,105,0.5447484093
Barrow_etal_2006_03,27,-17.32,128.32,25.9,679,26.4,Undisturbed,South,Oceania,720,40,89,0.9476573935
Basu_1997_12,42,12.54,75.67,22,3303,14.5,Undisturbed,North,Asia,7500,6,31,0.790692306
Bedetti_2010_01,62,45.61,7.2,1.1,1621,23.2,Undisturbed,North,Europe,750,200,10,0.310973623
Bedetti_2010_02,62,45.61,7.2,1.1,1621,23.2,Disturbed,North,Europe,750,200,11,0.4785132092
Bedetti_2010_03,62,45.61,7.2,1.1,1621,23.2,Undisturbed,North,Europe,750,200,12,0.0782052811
Bess_etal_2002_01,48,33.52,-106.5,12.2,346,36.5,Disturbed,North,North America,18360,170,9,0.5890348708
Bestelmeyer&Schooley_1999_01,45,27.97,-110.82,24.4,198,24.5,Undisturbed,North,North America,240,190,35,0.6203968059
Bharti&Sharma_2009_01,49,34.38,76.78,6,202,40.1,Undisturbed,North,Asia,100,250,12,0.9080125013
Bharti&Sharma_2009_02,49,34.38,76.78,6,202,40.1,Undisturbed,North,Asia,100,250,11,0.7470763979
Bisevac&Majer_1999_01,11,-29.92,115.27,19.8,532,25.7,Transformed,South,Oceania,140,95,25,0.8825668389
Bisevac&Majer_1999_03,11,-29.92,115.27,19.8,532,25.7,Transformed,South,Oceania,140,95,20,0.8702017713
Bisevac&Majer_1999_05,11,-29.92,115.27,19.8,532,25.7,Transformed,South,Oceania,140,95,22,0.8937602868
Bisevac&Majer_1999_07,11,-29.92,115.27,19.8,532,25.7,Transformed,South,Oceania,140,95,27,0.8887730272
Bisevac&Majer_1999_09,11,-29.92,115.27,19.8,532,25.7,Transformed,South,Oceania,140,95,17,0.7533438711
Bisevac&Majer_1999_11,11,-29.92,115.27,19.8,532,25.7,Transformed,South,Oceania,140,95,17,0.3270361233
Bisevac&Majer_1999_13,11,-29.92,115.27,19.8,532,25.7,Transformed,South,Oceania,140,95,13,0.7838368323
Bisevac&Majer_1999_15,11,-29.92,115.27,19.8,532,25.7,Undisturbed,South,Oceania,140,95,17,0.7683316934
Bisevac&Majer_1999_17,11,-29.92,115.27,19.8,532,25.7,Undisturbed,South,Oceania,140,95,19,0.7346593037
Bisevac&Majer_1999_19,11,-29.92,115.27,19.8,532,25.7,Undisturbed,South,Oceania,140,95,18,0.5365145223
Bishop_etal_2014_1,12,-29.6,29.29,6.7,823,21.7,Undisturbed,South,Africa,50,50,5,0.2310606066
Bishop_etal_2014_10,12,-29.6,29.31,9.1,861,23.6,Undisturbed,South,Africa,50,50,10,0.7517383064
Bishop_etal_2014_11,12,-29.61,29.31,9.1,861,23.6,Undisturbed,South,Africa,50,50,14,0.8325944128
Bishop_etal_2014_12,12,-29.61,29.32,9.1,861,23.6,Undisturbed,South,Africa,50,50,9,0.7829858219
Bishop_etal_2014_13,12,-29.6,29.32,9.1,861,23.6,Undisturbed,South,Africa,50,50,12,0.7933449237
Bishop_etal_2014_14,12,-29.6,29.33,9.1,861,23.6,Undisturbed,South,Africa,50,50,16,0.7218352679
Bishop_etal_2014_15,12,-29.6,29.33,9.1,861,23.6,Undisturbed,South,Africa,50,50,17,0.8206928342
Bishop_etal_2014_16,12,-29.6,29.33,9.1,861,23.6,Undisturbed,South,Africa,50,50,17,0.8474576273
Bishop_etal_2014_17,12,-29.62,29.39,11.9,1049,25.5,Undisturbed,South,Africa,50,50,16,0.8022408962
Bishop_etal_2014_18,12,-29.62,29.39,11.9,1049,25.5,Undisturbed,South,Africa,50,50,20,0.8212965737
Bishop_etal_2014_19,12,-29.62,29.39,11.9,1049,25.5,Undisturbed,South,Africa,50,50,22,0.8878730162
Bishop_etal_2014_2,12,-29.6,29.29,6.7,823,21.7,Undisturbed,South,Africa,50,50,2,0.0952380954
Bishop_etal_2014_20,12,-29.62,29.4,11.9,1049,25.5,Undisturbed,South,Africa,50,50,5,0.5800865798
Bishop_etal_2014_21,12,-29.65,29.45,13.3,1044,26,Undisturbed,South,Africa,50,50,12,0.8900634252
Bishop_etal_2014_22,12,-29.65,29.45,13.3,1044,26,Undisturbed,South,Africa,50,50,19,0.751566416
Bishop_etal_2014_23,12,-29.65,29.45,13.3,1044,26,Undisturbed,South,Africa,50,50,12,0.9041835362
Bishop_etal_2014_24,12,-29.65,29.45,13.3,1044,26,Undisturbed,South,Africa,50,50,14,0.8541703404
Bishop_etal_2014_25,12,-30.06,29.98,15.7,875,22.3,Undisturbed,South,Africa,50,50,21,0.8406903766
Bishop_etal_2014_26,12,-30.06,29.98,15.7,875,22.3,Undisturbed,South,Africa,50,50,17,0.7385936969
Bishop_etal_2014_27,12,-30.06,29.98,15.7,875,22.3,Undisturbed,South,Africa,50,50,29,0.4493755138
Bishop_etal_2014_28,12,-30.05,29.98,15.7,875,22.3,Undisturbed,South,Africa,50,50,20,0.5746323918
Bishop_etal_2014_29,12,-30.18,30.15,16.4,859,21.4,Undisturbed,South,Africa,50,50,13,0.7782754754
Bishop_etal_2014_3,12,-29.6,29.29,6.7,823,21.7,Undisturbed,South,Africa,50,50,7,0.3720246841
Bishop_etal_2014_30,12,-30.18,30.15,16.4,859,21.4,Undisturbed,South,Africa,50,50,12,0.8040241447
Bishop_etal_2014_31,12,-30.18,30.15,16.4,859,21.4,Undisturbed,South,Africa,50,50,16,0.814962878
Bishop_etal_2014_32,12,-30.19,30.14,16.4,859,21.4,Undisturbed,South,Africa,50,50,24,0.9033640849
Bishop_etal_2014_4,12,-29.61,29.29,6.7,823,21.7,Undisturbed,South,Africa,50,50,5,0.5687123005
Bishop_etal_2014_5,12,-29.59,29.29,6.7,823,21.7,Undisturbed,South,Africa,50,50,8,0.1059447651
Bishop_etal_2014_6,12,-29.59,29.29,6.7,823,21.7,Undisturbed,South,Africa,50,50,15,0.8355367532
Bishop_etal_2014_7,12,-29.59,29.29,6.7,823,21.7,Undisturbed,South,Africa,50,50,5,0.6539624924
Bishop_etal_2014_8,12,-29.59,29.3,9.1,861,23.6,Undisturbed,South,Africa,50,50,5,0.4860335192
Bishop_etal_2014_9,12,-29.6,29.31,9.1,861,23.6,Undisturbed,South,Africa,50,50,14,0.8487394955
Boulton_etal_2005_01,53,38.85,-123.5,11.5,1208,21.1,Undisturbed,North,North America,1638,20,16,0.7614913249
Boulton_etal_2005_02,53,38.85,-123.5,11.5,1208,21.1,Undisturbed,North,North America,1722,20,17,0.7284893552
Castracani_etal_2007_01,63,44.82,10.22,12.6,835,30.9,Transformed,North,Europe,180,90,9,0.7972420842
Castracani_etal_2007_02,63,44.79,10.23,12.5,842,30.5,Transformed,North,Europe,180,90,6,0.4053824064
Castracani_etal_2007_03,63,44.77,10.2,12.6,836,30.5,Transformed,North,Europe,180,90,8,0.8170276329
Castracani_etal_2007_04,63,44.8,10.22,12.6,835,30.9,Transformed,North,Europe,180,90,8,0.5340158808
Castracani_etal_2007_05,63,44.77,10.19,12.6,836,30.5,Transformed,North,Europe,180,90,6,0.6865401984
Castracani_etal_2007_06,63,44.81,10.22,12.6,835,30.9,Transformed,North,Europe,180,90,5,0.474452555
Castracani_etal_2007_07,63,45.79,10.21,9,872,28.8,Transformed,North,Europe,180,90,5,0.7137529141
Castracani_etal_2007_08,63,45.79,10.2,6.3,864,26.2,Transformed,North,Europe,180,90,7,0.6684647306
Castracani_etal_2007_09,63,44.77,10.23,12.5,842,30.5,Transformed,North,Europe,180,90,8,0.8266666662
Castracani_etal_2007_10,63,44.77,10.19,12.6,836,30.5,Transformed,North,Europe,180,90,5,0.6362281539
Castracani_etal_2010_01,58,41.73,12.41,15.5,769,24.3,Transformed,North,Europe,120,90,8,0.6682484837
Castracani_etal_2010_02,58,41.74,12.4,15.5,769,24.3,Disturbed,North,Europe,120,90,8,0.6146383963
Castracani_etal_2010_03,58,41.77,12.44,15.5,780,25.2,Transformed,North,Europe,120,90,13,0.6739746447
Castracani_etal_2010_04,58,41.73,12.41,15.5,769,24.3,Transformed,North,Europe,120,90,13,0.3934650861
Castracani_etal_2010_05,58,41.76,12.4,15.5,762,24.8,Undisturbed,North,Europe,120,90,7,0.7245323035
Castracani_etal_2010_06,58,41.74,12.42,15.4,773,24.7,Undisturbed,North,Europe,120,90,14,0.7548930334
Castracani_etal_2010_07,58,41.77,12.39,15.5,762,24.8,Undisturbed,North,Europe,120,90,10,0.8388954108
Deblauwe&Dekoninck_2007_01,40,3.42,13.15,23.2,1638,11.8,Disturbed,North,Africa,480,70,63,0.6191718136
Deblauwe&Dekoninck_2007_02,40,3.42,13.15,23.2,1638,11.8,Disturbed,North,Africa,480,70,62,0.3019767294
Deblauwe&Dekoninck_2007_03,40,3.42,13.15,23.2,1638,11.8,Disturbed,North,Africa,480,70,63,0.5634088523
Deblauwe&Dekoninck_2007_04,40,3.42,13.15,23.2,1638,11.8,Disturbed,North,Africa,480,70,63,0.8322508722
Deblauwe&Dekoninck_2007_05,40,3.42,13.15,23.2,1638,11.8,Disturbed,North,Africa,480,70,55,0.6267835719
Deblauwe&Dekoninck_2007_06,40,3.42,13.15,23.2,1638,11.8,Disturbed,North,Africa,480,70,64,0.647837079
Deblauwe&Dekoninck_2007_07,40,3.42,13.15,23.2,1638,11.8,Disturbed,North,Africa,480,70,60,0.3896302013
Deblauwe&Dekoninck_2007_08,40,3.42,13.15,23.2,1638,11.8,Disturbed,North,Africa,480,70,145,0.966099949
Delsinne_etal_2010_03,24,-21.99,-60.64,25.2,746,23,Undisturbed,South,South America,60,200,61,0.8901621075
Delsinne_etal_2010_05,24,-20.92,-61.39,24.2,576,23,Undisturbed,South,South America,20,200,36,0.8488434814
Delsinne_etal_2010_10,24,-20.6,-62.05,24,460,21.9,Undisturbed,South,South America,60,200,48,0.8638565066
DelToro_etal_2009_01,43,17.99,-92.97,26.9,1962,17.4,Transformed,North,North America,20,225,26,0.8652068757
DelToro_etal_2009_04,43,17.62,-92.49,26.3,3059,16.7,Undisturbed,North,North America,20,225,32,0.9025306292
DelToro_etal_2009_05,43,17.44,-92.75,25.1,3291,17.1,Undisturbed,North,North America,20,225,15,0.7099301804
Donoso&Ramón_2009_01,37,0.32,-78.95,21.8,2338,10.3,Disturbed,North,South America,40,200,75,0.9301731588
Donoso_2009_1,37,-0.3175,-78.9523,19.9,2323,10.3,Disturbed,South,South America,40,200,75,0.9300143369
Donoso_2014_1,34,-3.99778,-79.44704,19.5,900,13.4,Undisturbed,South,South America,22.5,45,14,0.7581905586
Donoso_2014_2,34,-3.99622,-79.44136,19.5,900,13.4,Undisturbed,South,South America,22.5,45,13,0.7933927155
Donoso_2014_3,34,-3.99461,-79.42954,19.5,900,13.4,Undisturbed,South,South America,22.5,45,13,0.789858599
Donoso_2014_4,34,-3.98994,-79.42523,19.5,900,13.4,Undisturbed,South,South America,22.5,45,15,0.6335885036
Donoso_2014_5,34,-3.98465,-79.42589,19.5,900,13.4,Undisturbed,South,South America,22.5,45,18,0.646460467
Donoso_2014_6,34,-3.96933,-79.42322,19.5,900,13.4,Undisturbed,South,South America,22.5,45,11,0.7702972287
Dunlop_etal_1985_01,22,-21.69,116.28,27,341,28.2,Disturbed,South,Oceania,40,100,16,0.8082352049
Dunlop_etal_1985_02,22,-21.69,116.28,27,341,28.2,Disturbed,South,Oceania,40,100,14,0.6472310645
Dunlop_etal_1985_03,22,-21.69,116.28,27,341,28.2,Disturbed,South,Oceania,40,100,11,0.5430817837
Dunlop_etal_1985_04,22,-21.69,116.28,27,341,28.2,Disturbed,South,Oceania,40,100,7,0.4865167794
Dunlop_etal_1985_05,18,-23.36,119.68,24.1,289,30.7,Disturbed,South,Oceania,40,100,16,0.6674512987
Enríquez_1998_06,41,4.53,-75.52,9.3,1784,9.7,Disturbed,North,South America,22.5,80,22,0.9125188535
Gibb&Cunningham_noyear_01,4,-34.3805,148.7028,13.7,693,29.4,Disturbed,South,Oceania,280,5,17,0.4312466558
Gibb&Cunningham_noyear_02,4,-34.6522,148.5913,13.5,739,29.5,Disturbed,South,Oceania,280,5,28,0.4108990238
Gibb&Cunningham_noyear_03,4,-34.7329,148.6724,13.7,730,29.4,Disturbed,South,Oceania,280,5,20,0.78411006
Gibb&Cunningham_noyear_04,4,-35.2665,149.1905,12.8,648,28.1,Disturbed,South,Oceania,280,5,27,0.8714160511
Gibb&Cunningham_noyear_05,4,-34.4197,148.8242,13.6,687,29.2,Disturbed,South,Oceania,280,5,30,0.7951721552
Gibb&Cunningham_noyear_06,4,-35.2835,149.3763,11.9,733,27.3,Disturbed,South,Oceania,280,5,21,0.6724857049
Gibb&Cunningham_noyear_07,4,-34.6269,148.5444,13.8,718,29.6,Disturbed,South,Oceania,280,5,28,0.4671534405
Gibb&Cunningham_noyear_08,4,-35.258,149.0421,12.8,683,28.5,Disturbed,South,Oceania,280,5,24,0.5988376327
Gibb&Cunningham_noyear_09,4,-34.4197,148.8242,13.6,687,29.2,Disturbed,South,Oceania,280,5,30,0.6195536018
Gibb&Cunningham_noyear_10,4,-35.1587,149.0257,13,734,28.5,Disturbed,South,Oceania,280,5,25,0.7061207554
Gibb&Cunningham_noyear_11,4,-35.0697,148.9143,13.6,759,29,Disturbed,South,Oceania,280,5,17,0.3231425794
Gibb&Cunningham_noyear_12,4,-34.7337,148.6678,13.7,730,29.4,Disturbed,South,Oceania,280,5,18,0.3311507835
Gibb&Cunningham_noyear_13,4,-34.5233,148.6583,13.3,737,29.3,Disturbed,South,Oceania,280,5,15,0.6735750118
Gibb&Cunningham_noyear_14,4,-34.3459,148.8602,13.5,701,29.1,Disturbed,South,Oceania,280,5,20,0.647568513
Gibb&Cunningham_noyear_15,4,-34.3443,148.6312,13.4,734,29.2,Disturbed,South,Oceania,280,5,25,0.5754304934
Gibb&Cunningham_noyear_16,4,-35.1725,149.0575,12.8,709,28.4,Disturbed,South,Oceania,280,5,24,0.781644246
Gibb&Cunningham_noyear_17,4,-34.9694,149.1708,12.8,725,28.1,Disturbed,South,Oceania,280,5,22,0.8594566357
Gibb&Cunningham_noyear_18,4,-34.1868,148.5203,14.2,720,29.4,Disturbed,South,Oceania,280,5,30,0.8270926772
Gibb&Cunningham_noyear_19,4,-34.4688,148.5962,13.6,716,29.5,Disturbed,South,Oceania,280,5,27,0.5779922354
Gibb&Cunningham_noyear_20,4,-34.3681,148.702,13.6,713,29.2,Disturbed,South,Oceania,280,5,27,0.5440345529
Gibb&Cunningham_noyear_21,4,-35.3486,149.3977,11.7,744,27.2,Disturbed,South,Oceania,280,5,14,0.7315165687
Gibb&Cunningham_noyear_22,4,-35.0123,149.1186,12.7,739,28.3,Disturbed,South,Oceania,280,5,24,0.8086643305
Gibb&Cunningham_noyear_23,4,-34.5081,148.7633,13.2,736,29.1,Disturbed,South,Oceania,280,5,29,0.6402509388
Gibb&Cunningham_noyear_24,4,-34.4469,148.7153,13.7,678,29.4,Disturbed,South,Oceania,280,5,18,0.701184959
Gibb&Cunningham_noyear_25,4,-34.6637,148.5932,13.5,739,29.5,Disturbed,South,Oceania,280,5,21,0.6521320779
Gibb&Cunningham_noyear_26,4,-35.3531,149.4229,11.9,728,27.2,Disturbed,South,Oceania,280,5,15,0.4202555581
Gibb&Cunningham_noyear_27,4,-35.0565,148.942,13.7,725,28.9,Disturbed,South,Oceania,280,5,10,0.3972206966
Gibb&Cunningham_noyear_28,4,-34.5274,148.6516,13.3,737,29.3,Disturbed,South,Oceania,280,5,24,0.6979203432
Gibb&Cunningham_noyear_29,4,-35.2849,149.3773,11.9,733,27.3,Disturbed,South,Oceania,280,5,19,0.6881454702
Gibb&Cunningham_noyear_30,4,-34.1911,148.5513,14.1,720,29.4,Disturbed,South,Oceania,280,5,20,0.672157747
Gibb&Hjältén_2007_01,68,64.58,18.67,0.9,568,37.2,Transformed,North,Europe,1920,80,7,0.6546546551
Gibb&Hjältén_2007_02,68,64.58,18.67,0.9,568,37.2,Transformed,North,Europe,1920,80,11,0.7728302546
Gibb&Hjältén_2007_03,68,64.58,18.67,0.9,568,37.2,Transformed,North,Europe,1920,80,12,0.856217883
Gibb&Hjältén_2007_04,68,64.58,18.67,0.9,568,37.2,Transformed,North,Europe,1920,80,15,0.8212728856
Gibb&Hjältén_2007_05,68,64.58,18.67,0.9,568,37.2,Transformed,North,Europe,1920,80,12,0.8423142975
Gibb&Hjältén_2007_06,68,64.58,18.67,0.9,568,37.2,Transformed,North,Europe,1920,80,12,0.8188679241
Gibb&Hjältén_2007_07,68,64.58,18.67,0.9,568,37.2,Transformed,North,Europe,1920,80,12,0.8569031275
Gibb&Hjältén_2007_08,68,64.58,18.67,0.9,568,37.2,Transformed,North,Europe,1920,80,8,0.8229570149
Gibb&Hjältén_2007_09,68,64.58,18.67,0.9,568,37.2,Transformed,North,Europe,1920,80,11,0.7546439625
Gibb&Hjältén_2007_10,68,64.58,18.67,0.9,568,37.2,Transformed,North,Europe,1920,80,9,0.8230263158
Gibb&Hochuli_2002_01,4,-34.01,151.23,17.6,1205,18.7,Undisturbed,South,Oceania,168,40,14,0.4657071783
Gibb&Hochuli_2002_02,4,-34.01,151.22,17.6,1205,18.7,Undisturbed,South,Oceania,168,40,12,0.708898944
Gibb&Hochuli_2002_03,4,-33.85,151.25,17.5,1277,18.8,Transformed,South,Oceania,168,40,16,0.5619558735
Gibb&Hochuli_2002_04,4,-33.51,151.3,17.4,1291,20.6,Undisturbed,South,Oceania,168,40,11,0.8217054265
Gibb&Hochuli_2002_05,4,-33.51,151.3,17.4,1291,20.6,Undisturbed,South,Oceania,168,40,14,0.8033826639
Gibb&Hochuli_2002_06,4,-33.7,151.31,17.6,1276,19.6,Transformed,South,Oceania,168,40,9,0.2286808974
Gibb&Hochuli_2002_07,4,-33.81,151.27,17.6,1292,19.2,Transformed,South,Oceania,168,40,10,0.8449197859
Gibb&Hochuli_2002_08,4,-33.62,151.25,17,1295,20.3,Undisturbed,South,Oceania,168,40,22,0.7568181823
Gibb&Hochuli_2002_09,4,-33.59,151.28,17,1295,20.3,Undisturbed,South,Oceania,168,40,14,0.8704902869
Gibb&Hochuli_2002_10,4,-33.97,151.26,17.6,1161,18.6,Transformed,South,Oceania,168,40,9,0.3968569065
Gibb&Hochuli_2002_11,4,-33.96,151.25,17.6,1161,18.6,Transformed,South,Oceania,168,40,14,0.7771141904
Gibb&Hochuli_2002_12,4,-33.83,151.27,17.6,1292,19.2,Transformed,South,Oceania,168,40,13,0.7236976503
Gibb&Hochuli_2002_13,4,-33.85,151.27,17.5,1277,18.8,Transformed,South,Oceania,168,40,20,0.6534798539
Gibb&Hochuli_2002_14,4,-33.82,151.3,17.4,1265,18.9,Transformed,South,Oceania,168,40,8,0.84
Gibb&Hochuli_2002_15,4,-33.81,151.29,17.6,1292,19.2,Transformed,South,Oceania,168,40,14,0.7538659792
Gibb&Hochuli_2002_16,4,-33.81,151.25,17.6,1292,19.2,Transformed,South,Oceania,168,40,16,0.7263243462
Gibb&Hochuli_2002_17,4,-34.17,151.06,16.9,1437,19.6,Undisturbed,South,Oceania,168,40,11,0.9042016807
Gibb&Hochuli_2002_18,4,-34.1,151.09,17.1,1344,19.4,Undisturbed,South,Oceania,168,40,19,0.8108536974
Gibb&Hochuli_2002_19,4,-34,151.1,17.5,1211,19.9,Undisturbed,South,Oceania,168,40,12,0.7496371553
Gibb&Hochuli_2002_20,4,-34.08,151.11,17.3,1261,19.7,Undisturbed,South,Oceania,168,40,12,0.7496371553
Gibb&Hochuli_2002_21,4,-33.8,151.27,17.6,1292,19.2,Transformed,South,Oceania,168,40,17,0.8422049228
Gibb&Hochuli_2003_01,4,-33.49,151.11,16.8,1175,22.6,Undisturbed,South,Oceania,56,40,39,0.9486519446
Gibb&Hochuli_2003_02,4,-33.48,151.13,17.3,1163,22.3,Undisturbed,South,Oceania,56,40,32,0.9053009884
Gibb&Hochuli_2003_03,4,-33.48,151.14,17.3,1163,22.3,Undisturbed,South,Oceania,56,40,32,0.929274395
Gibb&Hochuli_2003_04,4,-33.49,151.14,17.3,1163,22.3,Undisturbed,South,Oceania,56,40,37,0.9365587095
Gibb&Hochuli_2003_05,4,-33.53,151.04,16.5,1140,23.1,Undisturbed,South,Oceania,56,40,37,0.9545872408
Gibb&Hochuli_2003_06,4,-33.53,151.05,16.6,1172,22.6,Undisturbed,South,Oceania,56,40,35,0.9248120303
Gibb&Hochuli_2003_07,4,-33.53,151.05,16.6,1172,22.6,Undisturbed,South,Oceania,56,40,37,0.9466971252
Gibb&Hochuli_2003_08,4,-33.52,151.04,16.5,1140,23.1,Undisturbed,South,Oceania,56,40,33,0.9322120289
Gibb&Hochuli_2003_09,4,-33.57,151.18,16.8,1253,21.3,Undisturbed,South,Oceania,56,40,28,0.9250749249
Gibb&Hochuli_2003_10,4,-33.54,151.1,16.9,1168,22.3,Undisturbed,South,Oceania,56,40,24,0.9153055054
Gibb&Hochuli_2003_11,4,-33.51,150.97,16.9,1050,23.6,Undisturbed,South,Oceania,56,40,35,0.9178410791
Gibb&Hochuli_2003_12,4,-33.54,151.19,17.3,1205,21.7,Undisturbed,South,Oceania,56,40,42,0.947824106
Gibb&Hochuli_2003_13,4,-33.55,151.19,16.8,1253,21.3,Undisturbed,South,Oceania,56,40,21,0.8981562776
Gibb&Hochuli_2003_14,4,-33.55,151.19,16.8,1253,21.3,Undisturbed,South,Oceania,56,40,35,0.9133674895
Gibb&Hochuli_2003_15,4,-33.56,151.19,16.8,1253,21.3,Undisturbed,South,Oceania,56,40,45,0.9598842019
Gibb&Hochuli_2003_16,4,-33.56,151.19,16.8,1253,21.3,Undisturbed,South,Oceania,56,40,25,0.9077340565
Gibb_2011_01,68,64.15,20.09,1.2,598,35.5,Disturbed,North,Europe,790,5,3,0.514604035
Gibb_2011_02,68,64.35,20.34,1,598,35.8,Disturbed,North,Europe,790,5,6,0.0052207098
Gibb_2011_03,68,64.36,20.35,1,598,35.8,Disturbed,North,Europe,790,5,5,0.0130953609
Gibb_2011_04,68,63.68,19.95,2.7,577,34.5,Disturbed,North,Europe,790,5,6,0.0124343775
Gibb_2011_05,68,64.17,20.05,1,602,35.6,Disturbed,North,Europe,790,5,5,0.7340301975
Gibb_2011_06,68,64.28,20.04,0.8,606,36,Disturbed,North,Europe,790,5,6,0.0278740893
Gibb_2011_07,68,64.14,19.82,1.4,590,35.7,Disturbed,North,Europe,790,5,8,0.7001252593
Gibb_2011_08,68,64.26,20.04,0.8,606,36,Disturbed,North,Europe,790,5,7,0.0046927271
Gibb_2011_09,68,64.35,20.68,1.4,598,35.4,Disturbed,North,Europe,790,5,6,0.0954200247
Gibb_2011_10,68,64.28,20.05,0.8,605,35.8,Disturbed,North,Europe,790,5,5,0.0694934308
Gibb_2011_11,68,64.14,19.81,1.4,590,35.7,Disturbed,North,Europe,790,5,4,0.0031215676
Gibb_2011_12,68,63.81,19.8,2,594,34.9,Disturbed,North,Europe,790,5,4,0.0242101373
Gibb_2011_13,68,64.26,20.03,0.8,606,36,Disturbed,North,Europe,790,5,10,0.29159791
Gibb_2011_14,68,64.26,20.06,0.8,605,35.8,Disturbed,North,Europe,790,5,5,0.1353315894
Gibb_2011_15,68,64.18,19.8,1.2,594,35.9,Disturbed,North,Europe,790,5,5,0.4525151012
Gibb_2011_16,68,64.27,20.1,0.9,604,35.8,Disturbed,North,Europe,790,5,6,0.028957583
Gibb_2011_17,68,63.66,19.8,2.7,581,34.6,Disturbed,North,Europe,790,5,10,0.6345136566
Gibb_2011_18,68,64.26,20.34,1.1,602,35.6,Disturbed,North,Europe,790,5,7,0.3098705629
Gibb_2011_19,68,64.17,19.77,1.4,587,35.8,Disturbed,North,Europe,790,5,4,0.204322938
Gibb_2011_20,68,64.17,19.83,1.2,594,35.9,Disturbed,North,Europe,790,5,3,0.0065909082
Gibb_2011_21,68,63.83,19.82,2,594,34.9,Disturbed,North,Europe,790,5,3,0.0617619985
Gibb_2011_22,68,64.34,20.35,1,598,35.8,Disturbed,North,Europe,790,5,2,0.002644721
Gibb_2011_23,68,64.29,20.07,0.8,605,35.8,Disturbed,North,Europe,790,5,2,0.0014716699
Gibb_2011_24,68,64.15,20.08,1.1,605,35.5,Disturbed,North,Europe,790,5,3,0.0247322655
Gibb_2011_25,68,64.15,20.08,1.1,605,35.5,Disturbed,North,Europe,790,5,1,0
Gibb_2011_26,68,64.16,20.05,1.1,605,35.5,Disturbed,North,Europe,790,5,2,0.0002573671
Gibb_2011_27,68,64.26,20.12,0.9,604,35.8,Disturbed,North,Europe,790,5,4,0.0009487671
Gibb_2011_28,68,64.26,20.12,0.9,604,35.8,Disturbed,North,Europe,790,5,2,0.000709975
Gibb_2011_29,68,64.28,19.8,0.9,598,36,Disturbed,North,Europe,790,5,2,0.0007646722
Gibb_2011_30,68,64.28,19.8,0.9,598,36,Disturbed,North,Europe,790,5,3,0.666315789
Gibb_2011_31,68,64.35,20.65,1.4,593,35.4,Disturbed,North,Europe,790,5,3,0.0100919598
Gibb_2011_32,68,64.35,20.65,1.4,593,35.4,Disturbed,North,Europe,790,5,3,0.3211515184
Gibb_2011_33,68,64.37,20.33,0.9,602,35.8,Disturbed,North,Europe,790,5,2,0.0254741796
Gibb_2011_34,68,64.29,19.87,0.7,603,36.1,Disturbed,North,Europe,790,5,2,0.2029840389
Gibb_2011_35,68,64.29,19.87,0.7,603,36.1,Disturbed,North,Europe,790,5,3,0.6534190532
Gibb_2011_36,68,63.67,19.8,2.5,583,34.6,Disturbed,North,Europe,790,5,3,0.2225881866
Gibb_2011_37,68,64.26,20.05,0.8,605,35.8,Disturbed,North,Europe,790,5,3,0.2156862748
Gibb_2011_38,68,64.16,20.05,1.1,605,35.5,Disturbed,North,Europe,790,5,2,0.1333333329
Gibb_2011_39,68,64.33,20.29,0.8,607,35.8,Disturbed,North,Europe,790,5,5,0.6578014182
Gibb_2011_40,68,64.17,19.85,1.5,587,35.8,Disturbed,North,Europe,790,5,3,0.7333333332
Gómez_etal_2003_01,59,42.3,3.08,15.7,585,23.4,Disturbed,North,Europe,210,20,6,0.3779032774
Gómez_etal_2003_02,59,42.3,3.08,15.7,585,23.4,Disturbed,North,Europe,210,20,9,0.4990930528
Gómez_etal_2003_03,59,42.3,3.08,15.7,585,23.4,Disturbed,North,Europe,210,20,6,0.4500000003
Gómez_etal_2003_04,59,42.3,3.08,15.7,585,23.4,Transformed,North,Europe,210,20,7,0.4851530601
Gómez_etal_2003_05,59,42.3,3.08,15.7,585,23.4,Transformed,North,Europe,210,20,7,0.7621821005
